Customer_ID,Age,Gender,Occupation,Income_Bracket,Family_Size,Marital_Status,Education_Level,Region,Monthly_Revenue,CLTV,Avg_Monthly_Data_Usage_GB,Avg_Call_Duration_Minutes,Monthly_Transactions,Churn_Status,Subscription_Type,Retention_Offers_Availed,Feedback_Score,Preferred_Product_Type,Peak_Usage_Time,Last_Interaction_Days,Number_of_Complaints,Payment_Method,Bill_Payment_Timeliness,Outstanding_Balance,Loyalty_Points,Campaign_Responses,Social_Media_Activity,Network_Complaints,Service_Downtime_Impact
CUST_00206,26,Male,Retired,$50K–$100K,4,Divorced,Master’s,North,747.2338312530799,16975.93694063845,5.919704367044344,26.668704127650567,26,No,Family Plan,3,7,Voice-Data Plan,Morning,7,0,UPI,On Time,45.114144685890146,291,5,High,0,High
CUST_00207,25,Female,Retired,<$50K,5,Married,High School,South,406.553388810692,15397.563409390254,128.28231559232273,28.12196733704338,1,No,Family Plan,4,7,Voice Plan,Evening,141,4,Credit Card,Late by >5 Days,408.39469418676225,85,3,Low,0,High
CUST_00208,50,Female,Student,<$50K,5,Single,High School,South,106.50828404775154,12730.527719872738,41.42163314816917,23.653563222675537,33,No,Family Plan,1,2,Voice Plan,Afternoon,264,0,Credit Card,Late by >5 Days,57.06338427474056,240,2,Moderate,9,Low
CUST_00209,55,Female,Professional,<$50K,3,Single,Bachelor’s,South,749.1293068341139,12523.409473035614,5.25857751129948,58.994365290712395,31,No,Prepaid,0,4,Data-Only Plan,Evening,264,8,Credit Card,On Time,111.80530907939578,613,8,Moderate,4,High
CUST_00210,63,Female,Retired,$50K–$100K,2,Married,High School,West,264.8519695091412,12498.487247123077,67.24715386573072,52.32642890920511,18,No,Postpaid,3,10,Voice Plan,Night,212,5,Credit Card,Late by <5 Days,129.02284719741613,608,2,Low,1,Medium
CUST_00211,28,Female,Retired,<$50K,3,Married,Bachelor’s,North,508.49301142001343,5219.290520148181,127.42729421765654,49.743279706739955,29,Yes,Family Plan,4,3,Voice Plan,Night,125,7,UPI,Late by <5 Days,142.59536035152558,685,2,Low,6,Medium
CUST_00212,29,Female,Unemployed,<$50K,5,Single,High School,West,675.6252232979596,2470.2453856006955,15.13349861524308,12.41289140195806,12,No,Corporate Plan,0,10,Data-Only Plan,Night,115,0,Net Banking,On Time,232.56944889828029,343,2,Moderate,6,High
CUST_00213,36,Female,Unemployed,>$100K,2,Married,High School,South,341.0359953964963,11362.41965545363,26.603064372790964,46.305448806618124,36,No,Family Plan,1,9,Voice Plan,Morning,266,8,Net Banking,Late by >5 Days,223.42011638460085,265,6,High,3,High
CUST_00214,38,Female,Student,<$50K,1,Married,Bachelor’s,North,488.848649416003,8004.142486865644,51.81885531582124,33.760857288257874,30,Yes,Family Plan,2,2,Voice-Data Plan,Afternoon,251,8,Debit Card,On Time,26.44284507886058,349,5,Moderate,4,Medium
CUST_00215,30,Male,Professional,$50K–$100K,5,Single,Bachelor’s,South,407.0560395050827,16580.58106110331,110.1868730417373,33.876709321824634,39,Yes,Corporate Plan,0,6,Voice Plan,Morning,186,7,Debit Card,Late by <5 Days,74.57089090778457,262,0,Moderate,1,High
CUST_00216,55,Male,Retired,<$50K,1,Single,High School,South,952.3570780005095,6565.332991340183,117.58045319264147,38.23909544571034,35,No,Postpaid,1,6,Data-Only Plan,Night,81,6,UPI,Late by >5 Days,250.5317128774956,734,5,High,9,Low
CUST_00217,20,Female,Retired,<$50K,3,Married,Bachelor’s,North,224.36249301714113,3608.3046863346094,1.9124259409249877,59.55493016701296,23,No,Corporate Plan,3,5,Voice Plan,Morning,128,9,Credit Card,Late by <5 Days,206.6500482542225,389,2,Low,7,High
CUST_00218,45,Female,Retired,>$100K,4,Divorced,High School,North,901.7509518112856,2853.122419049988,138.15825594071725,58.14976000790291,22,No,Family Plan,3,2,Data-Only Plan,Afternoon,198,0,UPI,On Time,69.33151887713807,380,0,Low,0,Medium
CUST_00219,18,Female,Retired,$50K–$100K,2,Single,Bachelor’s,West,556.9357780629318,4031.610240974651,61.320430718153645,24.1766011001375,29,No,Postpaid,2,6,Data-Only Plan,Afternoon,76,5,Net Banking,Late by >5 Days,397.2840638185868,230,5,Moderate,3,Medium
CUST_00220,42,Female,Student,<$50K,5,Married,Master’s,South,604.729069335858,1652.8220813352864,103.16401484685507,50.16445203999668,21,No,Family Plan,4,7,Data-Only Plan,Evening,325,6,UPI,On Time,1.5537449632233025,158,1,Moderate,8,High
CUST_00221,24,Female,Student,<$50K,3,Married,Bachelor’s,West,734.5468635020843,11545.353429623208,9.497820668532327,14.428980354819737,48,Yes,Postpaid,2,5,Voice-Data Plan,Night,364,3,UPI,Late by >5 Days,262.9079388394381,130,9,Low,7,Medium
CUST_00222,52,Male,Student,<$50K,3,Married,Bachelor’s,South,208.95190568362906,16883.363147396587,183.99824272389716,47.02814369341794,23,No,Prepaid,2,3,Voice Plan,Evening,344,1,Net Banking,On Time,241.116723784586,435,6,High,0,Low
CUST_00223,39,Female,Unemployed,>$100K,3,Divorced,High School,North,864.2935289471831,19333.802178621972,136.06131173814737,33.713187290432565,28,No,Corporate Plan,2,8,Data-Only Plan,Night,84,9,UPI,Late by >5 Days,122.92958053576119,83,7,Low,6,High
CUST_00224,41,Male,Student,<$50K,1,Divorced,Master’s,East,770.7633177187219,2028.0458098704012,87.59645878144339,29.89639250748699,22,No,Postpaid,0,10,Voice Plan,Evening,174,0,Net Banking,On Time,482.94445532222767,751,4,Low,5,Medium
CUST_00225,52,Male,Unemployed,<$50K,3,Divorced,High School,East,643.388425836833,7284.756777797365,138.35726989658951,13.609136865590735,27,No,Prepaid,1,7,Voice-Data Plan,Night,80,4,Net Banking,Late by <5 Days,56.76152685275782,157,2,High,8,High
CUST_00226,33,Female,Retired,>$100K,3,Single,PhD,East,937.6929921396606,3876.3263684156746,82.50600565577497,31.954022920770104,30,No,Family Plan,2,2,Data-Only Plan,Evening,330,7,Credit Card,Late by >5 Days,39.82425126262673,725,1,Moderate,3,High
CUST_00227,48,Male,Retired,$50K–$100K,5,Single,PhD,South,871.9861297019702,6775.389549488633,162.05556258850785,35.48231072149036,4,Yes,Prepaid,3,9,Data-Only Plan,Morning,150,8,UPI,Late by >5 Days,141.91392355566924,167,0,High,8,Medium
CUST_00228,22,Female,Retired,<$50K,2,Single,Bachelor’s,South,529.7202589605945,8033.049059975341,65.97947478744484,18.983303911601414,6,No,Prepaid,0,3,Voice-Data Plan,Evening,4,2,Debit Card,Late by >5 Days,103.20285836304083,176,1,High,5,Medium
CUST_00229,64,Female,Unemployed,>$100K,2,Single,Bachelor’s,West,743.6216132227426,16968.576150067107,118.4850954146587,12.46631170856722,11,No,Family Plan,1,5,Voice Plan,Evening,277,2,UPI,Late by >5 Days,387.84779484526086,429,6,High,8,Low
CUST_00230,58,Male,Student,$50K–$100K,5,Married,Bachelor’s,West,710.9561843366904,17317.373671124085,2.1550602855636374,20.842965659994043,38,No,Corporate Plan,3,1,Data-Only Plan,Afternoon,284,3,Net Banking,On Time,88.17245347663521,633,0,High,0,Low
CUST_00231,59,Male,Student,<$50K,5,Divorced,Master’s,West,418.2418407911617,14762.868402067963,21.852447737632815,58.82369701101143,43,No,Prepaid,2,8,Voice-Data Plan,Evening,256,4,UPI,On Time,471.65708318691554,772,2,High,8,Low
CUST_00232,46,Female,Retired,<$50K,1,Divorced,High School,West,109.97845950366832,5893.627391615782,123.77962835452804,51.600966092780446,46,No,Postpaid,4,5,Voice Plan,Night,351,4,Debit Card,Late by >5 Days,357.58078053338403,44,2,Low,0,Medium
CUST_00233,30,Male,Student,>$100K,1,Divorced,Bachelor’s,South,934.2592787481389,8574.74564946241,165.03071645634319,7.69408669356763,3,No,Prepaid,3,3,Voice Plan,Night,354,2,UPI,Late by >5 Days,79.11478133905914,390,4,Low,1,Medium
CUST_00234,60,Female,Professional,<$50K,3,Married,PhD,East,223.20785464318675,16616.05615221012,136.31059574473562,7.060226417687047,37,Yes,Family Plan,3,1,Voice Plan,Night,122,1,Debit Card,On Time,378.85516683981416,445,7,High,9,Medium
CUST_00235,25,Male,Professional,<$50K,2,Divorced,PhD,North,148.23359712914402,8544.98290100762,70.99488192619948,10.228822518673377,44,No,Corporate Plan,4,8,Voice-Data Plan,Night,140,8,UPI,On Time,390.0899736892141,649,8,High,7,Low
CUST_00236,34,Male,Professional,$50K–$100K,3,Single,Master’s,North,770.1866665996508,7634.298545611734,42.531730992345764,59.327632553873535,46,No,Postpaid,0,3,Data-Only Plan,Morning,101,4,Credit Card,Late by <5 Days,105.88662825272843,479,5,High,3,Medium
CUST_00237,60,Female,Unemployed,<$50K,1,Divorced,Bachelor’s,West,69.19065704241899,17879.8737427753,133.1964895576395,34.4297475434953,14,No,Family Plan,3,1,Data-Only Plan,Afternoon,55,4,Credit Card,On Time,34.8913666288026,977,1,Moderate,8,Medium
CUST_00238,56,Male,Retired,$50K–$100K,2,Married,High School,South,827.5058334357935,9716.647127424312,152.99826699266302,8.848242685286124,2,No,Prepaid,4,10,Data-Only Plan,Morning,64,1,Credit Card,Late by <5 Days,68.36837946278024,146,8,High,4,Low
CUST_00239,53,Male,Retired,$50K–$100K,5,Divorced,PhD,South,97.41942272692569,6481.522100535739,181.1414011384304,10.465383635723688,1,Yes,Family Plan,3,7,Data-Only Plan,Evening,353,1,UPI,Late by <5 Days,361.6032812645528,629,4,High,6,Medium
CUST_00240,64,Male,Student,>$100K,5,Divorced,Bachelor’s,West,933.0736221897292,5360.079508262719,127.50816449958587,26.192369634378785,13,No,Prepaid,2,7,Voice Plan,Night,225,4,UPI,Late by <5 Days,421.7717824773472,634,6,High,4,Low
CUST_00241,31,Female,Student,$50K–$100K,4,Single,Master’s,North,154.70121988852668,4891.027001696995,193.8382412214067,56.15225772381548,15,No,Prepaid,1,10,Data-Only Plan,Afternoon,145,2,Debit Card,On Time,338.6695967289317,843,1,High,6,Medium
CUST_00242,18,Female,Professional,<$50K,2,Single,Bachelor’s,East,839.4665782013171,10560.023569736673,152.78585361510397,31.58709443498561,15,No,Corporate Plan,2,2,Voice-Data Plan,Night,212,6,Credit Card,On Time,491.97344635974724,55,2,Low,2,Low
CUST_00243,58,Male,Professional,<$50K,4,Married,Master’s,East,503.0614531839251,8276.252260195743,144.48753306056219,6.0985790389750685,46,No,Postpaid,0,10,Voice-Data Plan,Morning,179,1,Debit Card,On Time,424.7892038767059,42,9,Low,3,High
CUST_00244,51,Female,Student,$50K–$100K,1,Married,High School,South,746.6921064675989,2638.1147435140556,164.85146747390323,30.074599622993034,33,No,Corporate Plan,3,1,Data-Only Plan,Evening,315,0,UPI,On Time,434.2139465479929,348,8,Moderate,5,Low
CUST_00245,57,Male,Unemployed,<$50K,2,Married,High School,East,733.5913903084914,7672.417523453268,141.23471144048992,17.389745480666203,6,No,Family Plan,3,7,Data-Only Plan,Night,334,0,Credit Card,Late by >5 Days,161.9783901909368,587,0,Moderate,4,Medium
CUST_00246,49,Female,Professional,$50K–$100K,1,Single,High School,West,532.3117355948347,14945.585387273139,65.17228579581771,36.96759496482804,33,Yes,Corporate Plan,3,8,Voice Plan,Evening,267,3,Net Banking,Late by <5 Days,417.3403280095029,530,2,Low,0,Low
CUST_00247,37,Female,Retired,<$50K,4,Single,Master’s,South,818.5443146935486,4288.047246815742,73.70069994274118,24.133199825225958,9,No,Family Plan,3,4,Voice Plan,Afternoon,77,8,Net Banking,Late by <5 Days,42.42389292358811,455,9,Low,5,Low
CUST_00248,29,Male,Unemployed,>$100K,2,Married,Bachelor’s,South,963.5663082556758,6796.324685254504,72.3243868752171,28.02483852077742,42,No,Prepaid,3,2,Voice-Data Plan,Night,23,4,Net Banking,Late by >5 Days,258.21747656602815,123,8,Moderate,0,High
CUST_00249,55,Female,Retired,$50K–$100K,3,Married,Bachelor’s,East,628.8569862424227,3550.7647805177576,141.11049539354008,54.38757124092094,24,No,Prepaid,1,1,Data-Only Plan,Evening,152,2,Net Banking,Late by <5 Days,295.71305565597584,664,9,High,1,Low
CUST_00250,58,Male,Retired,$50K–$100K,3,Married,High School,South,528.5319549763885,15921.224933193234,101.77591997039413,1.2225186662187668,40,No,Postpaid,3,6,Voice Plan,Morning,293,2,Debit Card,Late by >5 Days,259.68686491605473,799,2,Moderate,9,High
CUST_00251,47,Male,Unemployed,<$50K,1,Single,Master’s,East,319.62743988278925,11331.377472699167,140.51431170306722,58.27213083166488,9,No,Family Plan,3,4,Voice Plan,Afternoon,121,2,Debit Card,On Time,304.74777512052145,140,7,High,3,Medium
CUST_00252,41,Male,Student,>$100K,1,Divorced,Master’s,West,284.0012493027698,12433.964471942256,149.78435626999737,22.099324495799703,17,No,Prepaid,0,9,Voice-Data Plan,Night,162,9,UPI,On Time,442.37333191774945,334,8,Low,9,Low
CUST_00253,32,Female,Unemployed,<$50K,3,Single,High School,West,550.9610713767281,15609.625234296283,186.12890521580212,30.86839979334215,29,No,Family Plan,4,9,Data-Only Plan,Afternoon,168,3,Debit Card,Late by >5 Days,473.6839564519038,73,7,Low,9,High
CUST_00254,33,Male,Unemployed,<$50K,2,Single,Master’s,North,885.2679840813348,17341.76179300012,164.0451477132354,10.770922490213731,43,No,Corporate Plan,2,2,Voice Plan,Evening,67,1,Debit Card,Late by <5 Days,482.07054131891,23,1,Low,6,Low
CUST_00255,20,Male,Retired,<$50K,1,Divorced,Bachelor’s,West,109.88024852964281,11806.054297713943,117.01896109746231,8.454638186929195,25,No,Family Plan,3,4,Voice-Data Plan,Afternoon,76,3,UPI,On Time,468.3171259814259,846,4,Moderate,4,Low
CUST_00256,62,Male,Professional,$50K–$100K,3,Married,High School,North,426.534088220064,10590.162308766081,6.703092191056536,27.84600066952976,3,Yes,Postpaid,3,6,Data-Only Plan,Evening,29,0,Net Banking,On Time,302.65866435923056,849,5,Low,9,Low
CUST_00257,24,Female,Retired,<$50K,5,Divorced,Bachelor’s,West,926.9730877996759,15257.766648304947,150.2374284568798,21.370454515407484,1,No,Postpaid,0,6,Voice Plan,Morning,266,1,Debit Card,Late by <5 Days,417.6552342161464,34,3,Moderate,5,High
CUST_00258,20,Male,Student,<$50K,2,Single,Bachelor’s,East,720.7388150592361,18882.59840399669,159.55894280931733,34.52040113188247,39,No,Family Plan,0,6,Voice-Data Plan,Evening,222,0,UPI,Late by <5 Days,227.43000906302285,9,1,Moderate,9,Low
CUST_00259,58,Male,Student,$50K–$100K,5,Divorced,High School,West,293.0383341217662,14156.888773825742,120.10869272155041,13.995546388587883,21,No,Family Plan,2,3,Data-Only Plan,Afternoon,166,3,UPI,On Time,201.4550915534207,575,0,High,5,High
CUST_00260,29,Female,Unemployed,<$50K,5,Single,High School,East,565.6448716779512,11858.410877031874,188.59353726283643,52.41209603771479,3,No,Postpaid,2,8,Data-Only Plan,Morning,303,1,Net Banking,Late by >5 Days,155.72213640574074,545,9,High,5,Medium
CUST_00261,33,Female,Retired,$50K–$100K,3,Married,Master’s,North,918.9950521391546,7013.71182893241,18.569498224887916,29.255301569087393,34,No,Prepaid,2,4,Voice-Data Plan,Night,338,6,Debit Card,On Time,367.5000682824586,160,9,High,3,Low
CUST_00262,53,Female,Unemployed,$50K–$100K,1,Married,PhD,East,400.21899539654044,15969.856143765539,10.285210031485247,2.0657734233795413,23,No,Prepaid,1,10,Voice Plan,Morning,220,2,Credit Card,Late by >5 Days,268.2168484174052,469,0,Moderate,0,Medium
CUST_00263,20,Female,Unemployed,<$50K,5,Single,High School,West,762.2512519512262,1293.451903941079,82.87418009877253,18.523274866063698,3,No,Postpaid,4,9,Voice-Data Plan,Morning,78,3,Debit Card,Late by >5 Days,242.6377245891947,309,1,High,8,Low
CUST_00264,59,Male,Student,$50K–$100K,5,Divorced,Master’s,North,336.51809479049155,18134.94034530281,55.577699557539596,35.79973400485818,12,No,Family Plan,2,8,Voice-Data Plan,Morning,283,3,Debit Card,Late by >5 Days,227.09884262744333,109,4,Moderate,0,Low
CUST_00265,63,Male,Unemployed,<$50K,5,Married,Master’s,North,188.16084672506162,16657.74193626371,165.01763173327083,52.30387857246372,3,No,Postpaid,1,6,Voice-Data Plan,Morning,86,6,UPI,Late by <5 Days,38.4670104717702,58,4,Low,0,Medium
CUST_00266,30,Male,Unemployed,>$100K,4,Married,PhD,East,525.5227950935779,7603.970933401524,104.31931269155456,29.733027888952375,32,No,Corporate Plan,3,5,Data-Only Plan,Night,265,2,UPI,On Time,57.792664937862725,102,2,Moderate,1,Medium
CUST_00267,37,Female,Unemployed,>$100K,2,Married,Master’s,East,308.66274691109214,17901.953104101944,149.70939736910557,9.60159767056417,27,No,Postpaid,0,1,Voice-Data Plan,Afternoon,318,7,Credit Card,Late by <5 Days,215.29860532679922,658,0,High,0,High
CUST_00268,54,Male,Professional,>$100K,5,Single,High School,South,728.4411383599283,19587.246826186598,3.7772684185055763,11.658334465126636,11,No,Corporate Plan,1,10,Voice-Data Plan,Afternoon,82,8,Credit Card,Late by <5 Days,48.46787120761276,932,4,Low,7,High
CUST_00269,60,Female,Student,$50K–$100K,2,Married,PhD,North,395.9339182095152,4986.558455049957,96.42524050364536,39.11891523756678,36,No,Family Plan,1,2,Voice Plan,Afternoon,254,9,UPI,On Time,350.1351315445014,417,0,High,9,Low
CUST_00270,64,Female,Retired,<$50K,4,Divorced,PhD,West,572.3959983672744,19908.592541231927,21.645379919213184,20.464493661911412,4,No,Prepaid,2,5,Voice-Data Plan,Morning,360,4,UPI,Late by >5 Days,435.00771721842597,649,3,Moderate,0,Low
CUST_00271,64,Male,Unemployed,<$50K,3,Divorced,High School,South,821.8206700331848,4525.7666127477305,186.8782444964871,9.011425218159253,45,No,Postpaid,2,5,Voice-Data Plan,Afternoon,130,8,Net Banking,Late by <5 Days,354.80488383420465,167,5,Low,7,High
CUST_00272,25,Female,Student,<$50K,2,Single,Bachelor’s,East,473.14135731316054,13737.195713997557,33.253980792646644,15.770382519024995,11,No,Prepaid,2,9,Voice Plan,Afternoon,364,9,Debit Card,Late by >5 Days,65.61781655792926,591,4,Moderate,2,Medium
CUST_00273,63,Female,Professional,<$50K,5,Married,PhD,South,548.9588048087023,7360.928924890339,77.81389584607625,49.53502278641941,15,No,Corporate Plan,0,2,Voice Plan,Night,135,3,UPI,On Time,472.61598419945136,526,6,High,7,Medium
CUST_00274,53,Female,Unemployed,$50K–$100K,5,Single,Master’s,East,222.80741953936038,11627.192979106196,10.249225541175067,30.515278717604588,3,No,Family Plan,3,1,Voice-Data Plan,Morning,154,5,UPI,Late by >5 Days,320.47968124227157,948,8,Low,9,High
CUST_00275,45,Female,Unemployed,$50K–$100K,4,Divorced,PhD,South,97.17908712199515,17990.509293448988,53.337288319729325,36.0368448898579,5,Yes,Family Plan,2,4,Voice-Data Plan,Afternoon,28,2,UPI,On Time,218.24550870931498,871,8,Low,6,Medium
CUST_00276,28,Female,Unemployed,<$50K,2,Single,High School,East,655.348056695106,19273.30434025449,45.34305573211665,35.786696247024665,25,No,Family Plan,2,2,Voice Plan,Night,173,9,UPI,On Time,243.81031884655334,838,4,High,2,High
CUST_00277,47,Male,Student,<$50K,2,Single,Master’s,South,850.2866498500766,13189.716629865803,139.8683110598066,50.040093936699016,7,No,Postpaid,4,8,Voice-Data Plan,Night,131,5,UPI,Late by <5 Days,449.3477194756531,435,7,Low,2,Medium
CUST_00278,39,Male,Student,$50K–$100K,3,Married,High School,West,563.8882257397231,2081.611830352865,64.18942086052242,26.84479321945918,15,No,Postpaid,4,5,Voice-Data Plan,Morning,49,5,UPI,Late by >5 Days,390.47548212728697,883,3,Low,4,Low
CUST_00279,43,Female,Unemployed,<$50K,5,Single,Bachelor’s,East,333.888431830113,10249.959164392432,198.96262023517664,43.281971245219864,43,No,Family Plan,4,8,Voice-Data Plan,Afternoon,77,8,Net Banking,Late by >5 Days,329.2166059917319,535,2,High,1,High
CUST_00280,39,Female,Unemployed,$50K–$100K,5,Married,PhD,West,154.771722317249,6474.34246970636,81.31734487040617,53.079340272823785,34,No,Prepaid,3,9,Voice Plan,Night,147,5,Net Banking,Late by <5 Days,148.56109032763936,446,2,Moderate,6,Low
CUST_00281,53,Male,Student,<$50K,2,Divorced,PhD,North,237.28345294583883,18751.941409489023,43.99916299887975,25.182838160360788,12,Yes,Family Plan,1,6,Data-Only Plan,Afternoon,168,9,UPI,Late by >5 Days,200.11563509650355,912,4,Low,6,Medium
CUST_00282,58,Male,Professional,$50K–$100K,4,Divorced,PhD,East,924.2489938105173,16216.622848616347,134.23378668784616,12.918558327488332,7,Yes,Postpaid,3,1,Data-Only Plan,Afternoon,192,3,UPI,Late by <5 Days,240.24561236065063,646,4,Low,8,Medium
CUST_00283,35,Female,Professional,<$50K,1,Single,PhD,East,582.3786335373353,3505.6548728349535,199.36290995368262,2.4180390766130975,33,No,Prepaid,1,4,Voice-Data Plan,Evening,249,6,UPI,On Time,263.1794651294728,57,5,Low,9,Low
CUST_00284,61,Female,Student,<$50K,2,Married,Bachelor’s,East,462.8515406945771,15402.850694770099,112.37413188492306,44.411980590775286,19,Yes,Postpaid,1,9,Data-Only Plan,Night,85,4,Net Banking,Late by >5 Days,379.45411009944223,637,6,High,4,Low
CUST_00285,32,Male,Professional,>$100K,3,Single,High School,East,263.99703415509657,8991.783881775795,156.60326678066687,33.113787194657995,26,No,Postpaid,1,3,Voice-Data Plan,Morning,6,0,UPI,Late by >5 Days,276.6101894835718,567,2,Moderate,6,Low
CUST_00286,20,Female,Student,$50K–$100K,2,Single,Bachelor’s,East,480.46783830363347,7942.193447416004,152.3818744788809,17.212842002526255,47,No,Prepaid,0,10,Data-Only Plan,Evening,93,8,Net Banking,On Time,16.545331787803374,841,6,Moderate,3,High
CUST_00287,39,Male,Student,$50K–$100K,4,Divorced,High School,South,722.0345716779716,8910.642532996902,148.29095265032322,20.385996245402076,34,No,Postpaid,2,10,Voice-Data Plan,Afternoon,19,6,Debit Card,Late by >5 Days,22.04544249670115,812,4,Low,7,High
CUST_00288,41,Male,Student,$50K–$100K,2,Single,Bachelor’s,West,841.466770996281,13909.719924264846,54.041908679875384,40.23437835039595,49,No,Postpaid,2,3,Data-Only Plan,Afternoon,280,7,UPI,Late by <5 Days,171.1191930872724,763,1,Moderate,1,Medium
CUST_00289,41,Female,Unemployed,$50K–$100K,4,Married,Bachelor’s,South,471.6812019195635,14797.791390562566,21.336953370805816,35.74138968229805,10,No,Corporate Plan,2,9,Data-Only Plan,Night,314,4,Net Banking,On Time,255.6041804787131,309,7,Low,8,Medium
CUST_00290,28,Male,Retired,>$100K,3,Married,Master’s,North,612.8583947726969,6428.57918521915,10.879487152532262,24.660858256326737,13,No,Corporate Plan,2,5,Voice Plan,Morning,203,6,Net Banking,Late by <5 Days,300.20756936165026,133,1,High,5,Medium
CUST_00291,43,Female,Retired,$50K–$100K,1,Single,Master’s,South,533.9883769575071,8866.5768875065,186.8552089913061,29.83199432966723,34,No,Postpaid,2,2,Voice-Data Plan,Morning,27,0,Net Banking,Late by <5 Days,303.76472687775043,467,1,High,8,Low
CUST_00292,56,Female,Unemployed,<$50K,3,Married,Bachelor’s,South,620.9127948883836,6244.771731718532,153.50618717397472,23.014207092388904,11,Yes,Prepaid,2,7,Data-Only Plan,Evening,169,1,Debit Card,On Time,92.1202748286526,652,6,High,3,High
CUST_00293,55,Female,Retired,$50K–$100K,5,Married,PhD,North,549.5905774165034,12989.45072438614,171.9965667236697,41.313895376365345,45,No,Prepaid,1,8,Data-Only Plan,Afternoon,269,1,Credit Card,On Time,386.95117068893757,974,4,Moderate,2,Medium
CUST_00294,53,Female,Retired,<$50K,3,Divorced,Master’s,West,265.5926225168824,3717.2201100154293,94.92386929483126,12.345884188396097,36,No,Corporate Plan,0,1,Voice Plan,Afternoon,157,5,Net Banking,Late by >5 Days,241.35430578766503,489,2,High,9,High
CUST_00295,57,Female,Unemployed,$50K–$100K,5,Married,Bachelor’s,West,122.12743160206358,9156.84990394002,184.02302863035044,21.48613562359171,1,No,Corporate Plan,3,1,Data-Only Plan,Morning,137,1,Net Banking,Late by <5 Days,198.53043767066418,320,1,Low,1,Low
CUST_00296,20,Male,Student,<$50K,2,Divorced,PhD,North,110.50684355196476,11636.701054711359,93.11831392145474,13.514881793380034,13,Yes,Family Plan,0,6,Data-Only Plan,Afternoon,203,4,Credit Card,On Time,137.59539681397632,146,3,High,3,Medium
CUST_00297,40,Female,Retired,<$50K,4,Divorced,PhD,West,327.6345785715098,9861.768438194933,78.56264519945923,28.610791155464817,36,No,Postpaid,3,5,Voice Plan,Evening,54,6,Credit Card,Late by <5 Days,169.84674180285452,420,8,Low,4,Medium
CUST_00298,23,Male,Unemployed,$50K–$100K,5,Single,Bachelor’s,West,643.4628555345427,10462.332144347387,44.391409403859555,29.371763501845354,28,No,Family Plan,3,4,Data-Only Plan,Evening,316,4,Credit Card,On Time,382.8172128551059,284,4,Moderate,9,Low
CUST_00299,28,Female,Retired,<$50K,3,Married,Master’s,North,320.31949213641656,13903.901681343435,190.1779950917648,8.30350175695812,20,No,Postpaid,4,3,Voice-Data Plan,Morning,330,7,Net Banking,Late by <5 Days,183.48360595669578,130,9,Low,2,High
CUST_00300,52,Female,Retired,$50K–$100K,4,Married,PhD,East,952.6613530334728,9048.813994679555,150.03577631075314,47.936621759823296,4,No,Prepaid,4,3,Voice-Data Plan,Morning,353,1,Net Banking,On Time,418.13040235315503,845,9,Low,5,Medium
CUST_00301,36,Female,Retired,>$100K,3,Married,Bachelor’s,East,792.2284304527201,5541.880331452627,159.38456545360148,29.193232144696665,27,Yes,Prepaid,0,7,Voice-Data Plan,Morning,215,7,Credit Card,Late by >5 Days,455.0686605711553,258,9,Moderate,7,Medium
CUST_00302,24,Female,Unemployed,$50K–$100K,4,Single,Bachelor’s,East,675.2913212230603,3278.8105419207736,175.7888626968592,51.37546295293065,22,No,Family Plan,0,1,Voice-Data Plan,Morning,268,1,Credit Card,On Time,469.726218463812,687,0,High,7,Medium
CUST_00303,23,Female,Professional,$50K–$100K,2,Married,Bachelor’s,East,850.0853350677843,13102.790836074551,176.91306202877547,2.961391130307144,28,Yes,Corporate Plan,0,2,Voice-Data Plan,Afternoon,161,3,UPI,On Time,403.20468258045713,94,7,High,4,High
CUST_00304,32,Female,Unemployed,$50K–$100K,3,Divorced,Master’s,North,349.2348826856257,6165.738660273425,62.58353714582536,44.33193282178097,1,Yes,Corporate Plan,1,3,Data-Only Plan,Night,322,0,UPI,On Time,83.60725190035184,879,9,Low,9,High
CUST_00305,19,Female,Unemployed,<$50K,1,Divorced,High School,West,457.8497143053704,13620.05038531389,56.85313544272756,57.4833224629802,32,No,Prepaid,2,3,Voice Plan,Evening,77,6,Credit Card,Late by <5 Days,450.0869954496865,823,0,High,1,High
CUST_00306,62,Female,Professional,$50K–$100K,3,Married,Master’s,East,64.47960124453098,9024.0733670917,173.13571737595302,17.085430376963537,46,No,Family Plan,0,1,Data-Only Plan,Afternoon,25,3,Credit Card,Late by >5 Days,375.44833334760835,51,5,High,9,Low
CUST_00307,56,Male,Retired,<$50K,5,Single,Master’s,West,632.0448567735332,5038.2527776868765,196.73450827197848,56.236906202550884,14,Yes,Postpaid,3,3,Voice-Data Plan,Evening,259,8,Credit Card,Late by >5 Days,265.79807013121274,888,9,Low,7,Low
CUST_00308,30,Male,Professional,$50K–$100K,5,Single,PhD,East,188.01365964374992,15697.626066654888,114.91674548597075,3.8179456719957607,20,No,Prepaid,2,2,Voice Plan,Afternoon,48,6,UPI,Late by <5 Days,338.78320612028443,5,7,Low,0,Medium
CUST_00309,24,Male,Professional,<$50K,3,Married,High School,North,280.59125218147756,3304.203969367559,119.47307743664167,10.664071595295242,19,No,Family Plan,0,3,Data-Only Plan,Night,285,9,Credit Card,On Time,295.54064246945416,783,1,Low,4,High
